rain_7d_mm,et0_7d_mm,temp_high_f,temp_low_f,humidity_pct,forecast_precip_mm_d0,forecast_precip_prob_d0,forecast_precip_mm_d1_d2,forecast_temp_max_c,days_since_watered,maturity_days,seedling_frac,kc_avg,mm_day_avg,sand_pct,clay_pct,bed_area_m2,water_mm_today
60,30,105,75,50,0,90,20,18,2,21,0.0,1.05,4.0,50,50,3.0,0.0
0,45,60,45,90,10,60,0,18,2,90,0.0,1.2,2.0,33,33,6.0,8.94
60,45,105,45,30,2,60,5,40,4,21,0.0,1.05,5.0,33,50,3.0,0.0
5,30,60,65,90,0,60,0,25,2,90,1.0,0.85,2.0,50,33,6.0,8.84
5,45,75,55,90,10,60,5,25,1,21,1.0,0.85,4.0,33,50,6.0,1.11
60,20,95,55,50,10,0,20,18,1,45,0.0,0.6,5.0,33,33,3.0,0.0
15,20,75,45,50,2,0,20,33,7,21,1.0,0.85,4.0,50,15,3.0,5.61
0,45,75,75,70,2,90,5,40,1,21,0.0,0.85,2.0,33,15,3.0,4.27
5,20,60,55,90,25,60,5,25,4,90,0.0,1.2,5.0,33,50,6.0,3.32
60,10,105,45,90,25,0,0,40,0,90,1.0,0.6,4.0,33,33,3.0,0.64
15,45,75,75,70,0,30,5,40,0,7,0.0,0.85,6.0,33,33,3.0,0.0
0,20,95,55,90,0,60,5,25,0,7,0.0,1.2,5.0,15,50,6.0,0.0
60,20,95,75,30,2,60,20,25,1,21,0.0,0.6,6.0,33,33,6.0,0.59
30,30,75,45,50,2,0,20,33,0,90,0.5,1.2,2.0,50,33,1.5,0.15
30,45,95,45,30,2,60,20,25,0,21,0.0,0.6,5.0,15,15,1.5,0.72
60,30,85,45,30,0,90,0,25,2,21,0.5,1.05,2.0,15,33,3.0,0.0
0,45,105,45,70,25,30,0,33,2,90,1.0,0.85,4.0,50,15,1.5,4.98
60,10,95,65,90,10,60,20,33,1,90,1.0,1.2,6.0,15,50,1.5,0.0
0,10,60,75,30,2,90,5,18,2,45,1.0,0.85,2.0,50,15,6.0,0.93
15,30,60,65,70,10,0,0,33,2,90,1.0,0.6,4.0,15,33,3.0,0.5
30,10,75,75,50,25,60,5,40,0,45,1.0,1.05,2.0,15,50,6.0,0.0
15,30,60,55,70,0,60,5,25,7,90,0.0,0.6,5.0,50,33,6.0,14.11
30,20,85,75,70,2,60,0,18,2,7,0.0,0.6,6.0,50,15,3.0,0.1
60,20,75,65,90,10,60,0,18,7,21,0.0,0.6,6.0,33,50,6.0,0.32
0,10,85,75,30,0,60,0,33,1,45,0.0,0.85,5.0,33,50,3.0,1.62
30,10,85,55,50,10,0,0,18,1,45,1.0,1.05,5.0,15,50,3.0,0.0
15,30,105,75,30,2,0,5,18,0,90,0.0,0.6,6.0,33,15,6.0,0.0
60,45,105,65,70,10,30,20,18,4,21,0.0,1.2,2.0,33,33,6.0,0.0
30,20,75,55,70,10,90,0,33,2,90,0.5,0.6,2.0,33,15,3.0,0.0
30,45,75,65,70,2,0,5,18,2,7,0.5,1.2,6.0,50,33,1.5,0.0
30,45,60,65,50,25,90,20,33,7,21,0.0,0.6,6.0,15,50,6.0,2.32
30,30,105,45,90,2,60,5,18,7,7,1.0,1.2,5.0,33,50,6.0,24.66
5,10,75,55,90,10,90,20,40,1,21,1.0,1.05,5.0,50,50,3.0,0.13
30,30,60,45,90,2,60,0,33,7,7,0.0,1.05,2.0,33,15,1.5,13.65
15,45,95,75,90,2,30,5,25,1,90,0.5,1.2,4.0,33,50,1.5,0.28
5,10,60,45,50,25,90,0,18,1,90,0.5,1.2,4.0,33,50,3.0,0.0
15,20,75,75,30,25,30,20,33,4,45,0.0,0.6,6.0,50,33,1.5,0.0
60,45,60,55,70,25,0,20,18,1,90,1.0,0.6,5.0,50,15,3.0,0.0
30,45,105,65,90,10,60,5,25,0,45,1.0,1.05,2.0,50,33,6.0,0.0
5,10,85,45,70,25,0,0,18,2,45,0.0,1.05,5.0,33,15,6.0,0.79
60,20,95,65,50,10,30,5,25,7,7,0.5,0.6,4.0,50,15,3.0,0.2
30,45,75,75,50,2,60,0,33,0,7,0.0,1.2,6.0,33,33,3.0,0.0
60,20,95,75,90,10,30,20,40,0,45,0.5,1.2,5.0,50,50,1.5,0.0
0,30,95,65,70,10,60,0,33,7,90,0.5,0.85,4.0,50,33,6.0,21.0
60,10,60,45,30,25,0,20,18,4,45,0.0,1.05,5.0,15,15,1.5,0.0
60,10,60,55,30,0,0,20,25,4,21,0.0,0.85,5.0,33,33,6.0,0.66
15,45,85,65,50,0,60,0,40,4,45,0.0,1.05,5.0,15,33,1.5,21.72
30,20,105,75,50,25,0,0,40,1,7,0.5,1.05,2.0,15,15,1.5,0.0
30,10,95,55,30,0,90,5,25,2,90,1.0,0.6,6.0,33,33,3.0,0.0
0,20,60,75,90,0,60,5,33,4,7,1.0,0.6,5.0,50,33,1.5,7.59
15,20,75,45,90,2,60,20,40,0,45,0.5,0.6,6.0,50,15,1.5,0.0
0,20,60,55,90,25,0,20,33,4,90,0.0,0.6,5.0,15,33,6.0,1.96
60,45,105,55,50,0,0,20,25,4,7,0.5,0.6,4.0,50,50,1.5,0.07
0,20,60,65,30,25,30,20,18,0,7,0.5,0.85,2.0,15,33,3.0,0.54
30,30,60,55,70,2,0,20,25,2,7,0.0,1.05,4.0,33,15,6.0,0.0
15,20,95,55,30,2,0,20,40,1,7,0.5,0.6,2.0,15,15,1.5,0.0
15,45,95,55,50,2,60,20,40,4,21,0.0,0.6,4.0,50,33,6.0,1.88
0,30,85,75,30,2,30,0,18,7,45,1.0,0.85,6.0,50,50,1.5,33.49
5,45,95,55,50,0,0,20,33,2,21,0.5,1.05,5.0,50,33,1.5,4.64
0,10,105,55,50,0,90,20,18,0,21,1.0,1.2,5.0,33,15,6.0,0.0
0,30,75,45,50,25,30,5,25,0,90,1.0,1.2,2.0,33,15,1.5,0.0
60,45,75,75,70,2,90,20,25,2,45,0.0,1.05,4.0,15,50,6.0,0.25
30,45,95,55,70,2,60,20,25,7,21,1.0,0.85,2.0,33,50,3.0,8.78
5,45,95,65,30,25,30,0,33,4,21,1.0,0.85,2.0,33,15,1.5,9.34
60,10,95,75,90,0,90,5,25,0,7,1.0,1.2,4.0,15,33,3.0,0.0
5,10,60,75,70,2,90,20,18,4,90,0.0,1.2,4.0,33,50,3.0,1.71
0,45,85,45,70,25,60,20,25,0,45,1.0,0.6,5.0,15,15,3.0,0.0
15,45,105,45,70,10,30,20,18,7,21,0.0,1.05,4.0,50,15,6.0,13.86
60,20,75,65,70,10,90,5,18,0,45,0.5,1.2,6.0,50,50,1.5,0.16
30,30,95,65,30,2,90,0,18,4,21,0.5,0.6,2.0,15,33,1.5,0.0
5,10,85,75,50,25,60,5,40,0,45,0.0,0.6,2.0,15,50,6.0,0.0
15,45,105,65,70,25,90,5,33,7,21,0.5,0.85,5.0,15,33,3.0,14.76
0,20,85,65,90,2,30,20,33,1,21,1.0,0.85,4.0,15,15,1.5,0.71
15,20,95,65,70,2,30,20,18,2,45,0.0,1.05,6.0,50,15,6.0,0.0
30,45,75,75,70,2,0,20,33,2,90,0.5,0.85,6.0,33,50,1.5,1.07
30,10,75,45,70,0,90,20,25,4,45,0.0,1.05,2.0,50,50,1.5,0.0
15,20,60,45,90,0,90,0,40,2,7,1.0,1.05,6.0,15,50,3.0,0.0
15,45,85,45,70,10,60,5,40,7,7,0.0,1.2,6.0,33,33,1.5,23.77
30,45,75,45,50,2,60,5,33,0,90,0.0,0.6,6.0,50,33,3.0,0.0
5,45,105,55,50,2,90,5,40,0,45,1.0,1.05,6.0,50,50,3.0,0.14
5,30,85,75,30,10,90,0,40,1,7,0.0,1.05,6.0,15,50,6.0,1.86
15,45,105,75,70,25,0,5,18,2,21,1.0,0.6,4.0,33,33,6.0,0.2
15,30,95,65,30,10,60,20,18,7,21,1.0,0.85,2.0,50,15,6.0,9.78
15,30,85,65,70,0,60,0,18,1,45,0.5,1.2,6.0,33,15,1.5,0.12
5,10,95,75,30,0,30,0,40,2,45,1.0,1.05,4.0,33,50,6.0,3.7
15,20,85,45,30,2,30,20,25,1,45,0.0,0.85,4.0,15,33,6.0,0.02
0,45,95,45,50,0,0,20,18,4,7,0.5,0.6,2.0,33,50,1.5,5.08
0,10,105,55,50,2,60,0,18,1,45,1.0,1.05,5.0,15,50,6.0,1.88
0,10,105,45,50,2,60,0,18,0,21,1.0,1.2,5.0,50,50,1.5,0.0
30,10,75,65,90,25,30,20,25,4,7,0.5,0.6,6.0,15,50,1.5,0.0
15,10,60,65,90,0,90,5,40,7,45,1.0,1.2,4.0,50,33,3.0,11.45
30,20,60,75,70,2,0,20,40,0,90,0.5,0.6,2.0,15,33,3.0,0.0
5,10,85,55,70,2,90,0,25,4,90,0.5,1.05,6.0,33,33,6.0,5.69
60,45,95,65,50,25,0,0,33,4,90,0.0,0.85,2.0,15,50,1.5,0.28
0,20,95,65,50,10,0,0,40,4,21,0.5,1.2,6.0,50,33,6.0,10.84
15,10,60,75,30,25,90,5,40,4,90,0.0,0.6,4.0,50,50,3.0,0.22
30,20,85,75,90,0,90,20,40,4,21,1.0,0.6,6.0,33,33,6.0,0.0
30,30,85,65,30,0,0,0,33,2,7,1.0,1.05,6.0,15,33,3.0,0.51
0,20,75,55,70,0,0,5,18,2,21,0.0,1.05,2.0,33,50,3.0,4.77
60,45,85,45,90,0,60,5,40,2,7,0.5,0.6,4.0,33,33,6.0,0.28
5,30,85,75,50,25,0,20,25,2,45,0.0,1.05,6.0,15,50,6.0,1.51
0,10,105,65,70,0,90,5,25,2,7,1.0,1.05,5.0,33,50,6.0,3.86
15,45,105,55,30,2,90,0,40,2,90,1.0,0.6,4.0,33,33,1.5,0.48
5,20,85,75,90,10,0,20,25,4,45,0.5,0.85,5.0,50,50,1.5,2.87
5,10,75,65,90,25,90,5,18,1,21,0.5,0.85,2.0,33,33,6.0,0.14
60,20,60,75,30,0,0,5,33,0,90,0.5,0.6,6.0,50,15,1.5,0.62
0,30,95,45,50,0,60,5,40,1,90,0.0,0.85,2.0,15,15,3.0,4.02
30,45,85,45,90,10,0,5,40,4,21,0.5,0.85,5.0,33,50,3.0,0.04
60,10,60,55,70,25,60,20,33,0,21,0.5,1.2,2.0,33,33,3.0,0.0
0,20,85,55,50,25,60,20,40,0,45,0.0,1.2,6.0,50,33,3.0,0.0
0,20,85,45,70,25,60,5,18,0,21,1.0,1.2,4.0,15,33,1.5,0.0
15,30,105,45,30,2,30,20,25,7,90,0.5,1.2,6.0,50,15,3.0,13.39
15,30,75,45,90,10,30,5,40,7,21,0.0,0.6,4.0,15,33,1.5,7.39
15,20,60,75,90,10,30,0,33,1,7,0.0,1.2,6.0,50,33,1.5,0.05
15,30,95,75,50,25,30,20,25,2,21,0.5,0.85,6.0,15,15,3.0,0.33
15,20,105,75,50,10,90,0,18,4,21,0.5,1.2,4.0,50,33,6.0,5.43
0,10,105,45,30,10,30,5,33,7,7,0.0,1.05,6.0,33,33,6.0,5.77
15,20,105,45,50,10,30,20,40,2,90,0.0,0.6,5.0,50,50,3.0,0.16
0,20,95,65,70,25,60,5,33,7,45,0.5,0.85,5.0,50,33,1.5,6.06
60,45,60,55,50,0,30,0,18,4,45,0.0,1.2,6.0,15,33,1.5,0.0
60,45,95,75,30,2,0,5,18,1,45,0.0,0.85,5.0,50,50,6.0,0.54
5,10,105,55,90,0,30,5,18,2,7,0.5,0.6,6.0,33,50,1.5,1.0
0,45,95,75,70,0,60,0,40,2,21,0.0,0.6,5.0,33,15,6.0,9.01
0,45,60,75,70,2,30,5,18,0,21,0.0,1.2,6.0,33,50,6.0,0.24
30,30,105,55,70,0,60,20,25,4,90,0.5,1.2,5.0,50,50,3.0,0.35
0,45,85,55,90,25,0,0,33,4,21,1.0,0.85,6.0,50,50,6.0,7.4
30,10,95,65,50,2,60,0,40,2,7,1.0,0.6,2.0,50,15,6.0,0.0
30,45,60,75,70,10,60,20,18,7,7,0.0,1.2,4.0,15,33,1.5,10.39
15,30,105,75,90,10,60,0,25,1,7,1.0,1.05,2.0,33,50,1.5,0.51
0,45,60,45,50,25,90,20,40,7,90,0.5,1.05,6.0,33,15,1.5,13.8
0,20,60,55,90,2,30,5,25,0,45,0.5,0.85,6.0,33,15,1.5,0.24
5,20,95,75,90,0,90,20,25,1,45,1.0,1.2,2.0,33,15,1.5,0.0
30,45,105,65,30,25,90,5,40,1,7,1.0,0.6,6.0,50,33,6.0,0.0
0,30,95,75,30,25,60,5,40,0,21,0.5,0.85,6.0,33,33,1.5,0.0
15,45,75,65,90,25,60,5,25,7,21,0.5,0.6,6.0,15,15,1.5,7.44
5,45,60,75,90,10,30,0,18,0,45,0.5,1.05,4.0,15,50,1.5,0.16
0,20,60,55,90,10,60,5,18,7,45,0.0,0.6,2.0,33,33,1.5,4.37
0,10,105,45,30,2,0,0,33,1,45,1.0,1.2,6.0,50,15,1.5,2.39
5,10,75,75,90,0,30,5,33,2,21,0.0,1.05,5.0,50,33,3.0,1.24
5,20,105,75,50,2,90,5,40,4,45,0.0,1.2,4.0,15,50,6.0,13.03
15,45,75,75,30,25,0,20,25,7,7,1.0,1.05,6.0,33,50,6.0,14.96
60,30,85,65,30,10,30,20,40,4,21,1.0,1.2,5.0,50,33,1.5,0.15
60,30,95,55,70,2,0,20,33,7,45,1.0,0.85,2.0,15,50,6.0,0.0
15,20,85,75,30,0,60,5,33,0,7,1.0,0.6,6.0,33,50,6.0,0.45
5,20,85,65,70,2,90,20,25,0,45,1.0,0.85,5.0,33,15,1.5,0.01
30,45,60,45,30,25,30,5,25,4,7,0.5,1.2,6.0,33,50,3.0,1.45
30,45,75,55,50,25,90,0,18,1,90,0.5,0.6,4.0,50,33,1.5,0.0
60,45,60,45,70,10,0,20,25,0,45,0.5,1.05,5.0,33,33,1.5,0.07
60,45,60,65,70,2,30,20,40,0,7,1.0,1.05,2.0,15,33,3.0,0.0
60,30,105,75,70,25,90,20,25,1,90,0.5,1.2,4.0,50,33,1.5,0.23
30,45,75,75,70,0,90,20,33,0,21,1.0,0.6,5.0,50,50,1.5,0.0
60,10,75,45,50,25,0,0,25,0,45,0.0,0.85,6.0,15,50,6.0,0.0
30,10,85,75,50,25,0,20,33,4,45,0.0,0.6,2.0,50,15,3.0,0.6
5,20,85,45,50,10,90,20,25,0,45,0.0,0.6,2.0,33,33,1.5,0.0
15,30,95,45,30,2,30,20,25,4,90,0.0,1.05,2.0,33,33,6.0,3.77
30,10,95,45,90,2,0,5,18,1,21,0.5,1.2,6.0,15,50,6.0,0.38
15,20,75,75,90,0,0,5,33,1,7,0.0,1.2,5.0,50,33,6.0,1.26
30,30,75,65,30,2,0,5,18,4,7,0.0,1.05,6.0,15,50,6.0,0.42
15,30,95,65,50,10,60,0,40,7,45,0.0,0.85,2.0,50,33,1.5,17.52
0,20,95,75,90,0,0,20,18,4,7,0.5,1.2,5.0,33,15,6.0,4.99
15,20,95,45,50,0,60,20,33,1,7,1.0,1.05,4.0,15,33,3.0,0.0
0,30,95,55,30,2,90,0,33,7,90,0.0,0.85,4.0,15,50,1.5,28.15
60,20,105,65,50,0,60,20,40,0,90,1.0,0.6,5.0,33,33,3.0,0.0
0,45,95,65,30,2,0,5,40,7,90,0.5,0.6,6.0,15,33,1.5,27.49
5,45,60,55,50,2,60,5,18,0,7,0.5,1.2,2.0,50,50,3.0,0.0
15,20,60,75,50,10,0,5,25,0,90,0.0,1.2,2.0,15,15,1.5,0.0
0,20,60,75,30,10,90,0,18,0,7,0.5,1.2,6.0,15,50,3.0,0.73
5,10,95,75,90,25,0,5,18,4,45,1.0,0.85,2.0,15,15,6.0,1.74
5,20,105,65,70,25,90,20,40,1,21,0.0,0.6,2.0,15,33,6.0,0.0
30,30,85,55,50,25,60,20,33,2,45,0.0,0.85,2.0,15,50,6.0,0.33
5,20,75,45,70,2,90,20,40,7,45,1.0,1.05,5.0,33,33,1.5,6.42
0,45,60,75,50,0,30,20,25,4,21,0.0,1.2,5.0,50,33,1.5,6.96
0,30,60,45,70,0,0,0,33,4,21,1.0,1.05,2.0,15,15,1.5,23.95
15,20,75,65,50,10,30,0,25,0,21,0.5,0.6,2.0,50,15,3.0,0.0
15,20,85,75,50,10,60,20,25,7,90,1.0,0.6,2.0,15,15,1.5,3.07
5,45,85,65,90,2,0,20,25,7,45,0.0,1.05,4.0,15,50,3.0,13.67
60,45,75,45,90,0,30,20,40,7,45,0.5,1.2,4.0,33,50,3.0,1.6
60,45,95,75,70,25,0,0,25,1,90,0.0,1.2,4.0,33,33,3.0,0.0
15,30,105,45,50,0,60,5,33,1,7,0.5,1.05,6.0,33,33,3.0,0.0
30,30,95,65,70,25,0,0,40,1,45,1.0,0.6,5.0,15,33,6.0,0.0
15,20,60,45,30,10,0,20,25,2,21,1.0,1.05,5.0,33,50,6.0,0.0
15,20,105,55,70,0,60,5,33,4,90,1.0,0.6,6.0,50,50,1.5,0.24
5,45,75,75,90,10,0,5,25,4,90,0.0,1.2,6.0,50,15,3.0,12.07
5,20,85,45,90,10,60,0,40,4,90,1.0,1.05,5.0,50,15,6.0,10.54
5,30,105,75,90,2,90,0,40,1,90,0.0,1.05,6.0,50,33,1.5,0.69
5,10,105,55,30,25,0,0,25,0,90,0.5,0.85,4.0,33,50,6.0,0.16
60,10,75,65,90,25,30,0,25,7,90,0.5,0.6,6.0,15,15,1.5,0.07
15,45,95,55,70,2,90,5,25,0,21,0.5,0.6,6.0,50,15,6.0,0.0
30,45,95,45,30,10,90,5,33,4,21,0.5,0.85,4.0,50,50,3.0,0.57
30,45,75,45,90,0,30,0,33,7,45,1.0,0.6,4.0,33,33,6.0,14.65
0,30,95,75,50,10,30,20,18,4,7,0.0,1.2,6.0,33,50,3.0,6.5
5,45,60,45,70,0,30,5,40,4,90,0.0,0.6,4.0,50,33,1.5,11.95
5,20,60,45,50,10,0,20,40,1,7,1.0,0.6,5.0,15,33,3.0,0.07
5,20,60,55,90,0,0,5,33,4,7,1.0,0.6,2.0,33,15,1.5,6.87
0,10,95,45,30,10,30,20,18,1,7,1.0,0.85,4.0,15,33,6.0,0.74
0,30,85,55,50,25,90,0,25,1,7,0.5,1.05,4.0,15,33,6.0,1.22
30,20,60,65,70,0,0,0,40,2,90,0.0,0.85,5.0,15,50,3.0,0.45
30,20,85,55,70,25,0,5,18,7,90,0.5,0.85,2.0,15,15,6.0,0.33
5,45,75,45,30,2,60,5,33,1,21,0.5,0.85,2.0,15,50,6.0,1.78
30,30,75,65,70,0,90,20,33,0,21,1.0,1.05,5.0,15,15,6.0,1.05
5,20,105,75,70,2,90,20,18,0,90,0.0,0.85,2.0,50,15,1.5,0.37
5,10,75,55,50,0,90,20,40,2,21,1.0,0.85,4.0,33,15,6.0,0.47
30,20,85,75,30,10,90,5,25,4,90,0.5,1.2,4.0,33,15,3.0,0.41
30,10,85,55,50,10,90,5,33,4,45,0.5,1.2,2.0,33,15,6.0,0.0
5,10,60,65,90,25,90,5,33,4,90,0.5,0.6,6.0,15,15,3.0,1.04
60,20,75,75,70,10,90,20,33,0,90,0.5,0.85,4.0,33,15,3.0,0.0
5,30,105,75,50,10,30,20,25,0,7,0.0,1.2,6.0,50,50,1.5,0.0
60,20,95,55,90,10,60,20,40,7,45,1.0,1.2,2.0,15,50,6.0,0.08
5,30,75,75,70,0,30,5,18,0,7,1.0,1.2,6.0,50,33,6.0,0.0
30,20,75,65,50,2,30,5,25,7,7,0.5,0.85,4.0,15,15,6.0,1.17
15,45,95,45,50,0,60,0,40,0,45,0.0,1.05,2.0,50,15,3.0,0.77
30,10,60,45,70,0,0,0,25,7,7,0.5,1.05,6.0,33,33,6.0,0.0
15,30,75,65,90,25,0,5,33,0,7,0.5,1.2,4.0,15,50,1.5,0.21
60,30,75,65,90,25,90,20,25,0,45,0.0,1.05,2.0,50,33,6.0,0.0
30,10,85,75,90,0,90,5,25,1,7,0.0,1.2,2.0,33,50,6.0,0.23
30,20,95,45,90,2,30,0,25,0,7,0.5,0.6,4.0,33,33,3.0,0.07
30,10,75,75,30,10,30,20,18,2,90,1.0,1.2,6.0,15,15,3.0,0.38
0,30,60,45,30,10,30,20,18,7,45,0.0,1.05,6.0,50,50,1.5,7.63
5,45,95,65,70,2,30,0,40,0,90,0.5,0.85,5.0,15,33,6.0,0.62
30,20,105,65,50,0,60,5,18,2,90,1.0,0.85,6.0,33,50,3.0,0.85
5,20,75,45,50,25,90,5,25,0,90,0.5,1.2,6.0,33,33,3.0,0.33
0,30,85,55,90,0,30,5,18,2,90,1.0,0.85,4.0,33,50,3.0,8.26
5,20,60,65,30,2,90,5,25,0,7,0.5,1.2,4.0,15,15,6.0,0.27
15,45,75,75,50,0,0,0,40,4,45,1.0,0.85,6.0,50,50,6.0,19.79
30,30,95,65,30,0,0,0,18,4,21,0.0,1.2,5.0,50,50,1.5,0.3
60,20,95,75,90,10,30,0,33,0,21,0.5,0.6,6.0,50,50,6.0,0.0
60,10,75,45,50,2,0,20,40,2,7,0.0,0.85,4.0,50,15,1.5,0.04
60,30,60,45,30,10,60,20,25,4,7,0.0,1.05,2.0,50,33,6.0,0.0
30,30,105,65,50,0,0,0,18,1,21,0.5,0.85,4.0,50,50,1.5,0.0
60,30,85,55,90,0,60,5,40,1,90,0.5,0.6,5.0,50,33,6.0,0.21
15,20,85,55,90,2,60,5,40,0,21,0.0,1.05,2.0,50,15,6.0,0.26
60,45,60,65,30,10,60,5,25,1,45,0.0,0.6,6.0,15,33,1.5,0.05
60,30,105,75,30,10,60,20,33,7,7,0.0,0.85,5.0,33,15,3.0,0.0
60,45,95,55,70,0,30,20,25,1,90,1.0,1.05,2.0,50,50,3.0,0.0
60,45,95,55,90,10,90,20,33,2,90,1.0,0.85,5.0,50,15,3.0,0.0
30,30,60,45,30,2,0,0,18,0,45,1.0,1.2,2.0,33,50,6.0,0.25
30,10,95,45,50,0,90,20,33,1,7,1.0,1.2,4.0,50,50,1.5,0.0
5,10,85,55,70,0,90,5,40,1,45,0.0,1.05,4.0,50,15,3.0,0.0
5,10,105,75,50,10,0,5,40,0,45,0.0,1.2,5.0,33,33,1.5,0.4
0,30,75,75,70,0,0,5,40,1,7,1.0,0.85,6.0,15,33,1.5,4.2
5,45,95,65,70,10,90,0,33,0,90,1.0,1.2,4.0,15,33,6.0,0.61
30,10,85,55,30,2,60,0,25,4,90,1.0,1.05,2.0,15,50,1.5,1.2
15,10,95,75,90,2,60,5,40,1,7,0.0,0.6,4.0,15,33,6.0,0.0
0,20,60,65,90,0,90,5,33,2,90,0.0,1.2,4.0,50,15,6.0,5.11
0,30,75,75,50,25,0,20,25,1,21,0.0,0.6,4.0,33,15,3.0,0.62
5,20,95,45,50,0,0,5,40,7,45,1.0,0.85,4.0,33,33,3.0,21.71
0,30,60,65,70,10,60,20,40,1,45,0.0,0.85,2.0,15,15,6.0,1.11
15,20,85,75,70,0,90,0,33,4,45,0.5,1.05,2.0,15,50,1.5,5.97
5,30,85,65,70,2,60,0,40,0,7,0.0,0.6,2.0,50,50,1.5,0.0
5,45,60,45,70,10,90,0,25,0,21,0.0,1.2,5.0,50,33,3.0,0.0
30,10,95,75,30,2,60,20,25,2,7,1.0,0.6,4.0,50,33,3.0,0.25
60,10,75,75,90,25,90,20,33,1,21,0.0,0.85,4.0,50,50,1.5,0.64
30,30,85,55,70,10,0,0,25,0,21,0.5,0.6,4.0,33,15,3.0,0.0
0,20,75,45,30,10,60,5,18,7,45,1.0,0.85,6.0,50,33,3.0,9.54
0,30,75,65,50,10,0,20,18,4,45,1.0,0.85,6.0,15,33,3.0,4.67
5,45,75,75,50,25,60,0,40,0,90,0.0,1.2,4.0,15,15,6.0,0.0
15,10,85,55,50,25,30,0,25,0,90,0.0,1.2,6.0,15,50,6.0,0.05
5,10,105,45,90,25,0,0,18,0,21,0.0,0.6,5.0,15,50,6.0,1.3
0,30,60,55,50,25,90,0,33,2,90,0.0,0.85,2.0,50,50,3.0,1.93
60,10,60,45,30,10,0,20,40,1,7,0.0,0.6,4.0,33,33,1.5,0.0
30,10,95,55,30,2,0,5,33,0,45,0.0,1.05,2.0,15,50,1.5,0.33
5,45,105,65,50,25,30,20,33,7,45,0.5,0.6,5.0,33,50,3.0,10.92
0,10,75,55,70,2,90,5,40,0,7,1.0,1.2,5.0,15,15,3.0,0.0
5,20,95,65,70,25,90,5,40,7,45,0.0,0.85,6.0,33,50,3.0,4.53
60,20,95,45,90,2,0,0,33,0,21,0.0,1.05,6.0,15,15,1.5,0.0
15,30,75,65,90,2,90,0,25,1,7,1.0,0.85,2.0,50,50,1.5,0.0
30,30,60,45,30,25,30,0,25,2,21,0.0,0.85,2.0,15,50,3.0,0.08
5,20,95,55,70,25,90,20,33,4,7,0.5,0.6,4.0,15,50,1.5,2.12
5,10,95,75,90,10,60,20,25,4,21,0.5,0.6,6.0,15,50,1.5,0.99
30,10,75,75,50,0,90,5,33,4,90,0.0,0.6,5.0,50,33,1.5,0.0
15,30,60,55,70,2,0,0,25,7,7,0.5,0.85,4.0,50,15,1.5,26.15
15,10,105,45,90,0,0,5,18,2,7,0.5,1.05,6.0,50,15,3.0,0.01
5,10,85,75,30,2,0,20,40,4,7,0.5,0.85,4.0,50,33,1.5,0.73
0,20,75,55,50,10,90,0,33,2,45,1.0,1.2,2.0,50,50,3.0,5.47
60,10,75,75,30,0,30,5,18,4,7,0.5,1.05,4.0,33,15,1.5,1.7
15,30,85,45,30,2,90,5,40,2,90,1.0,0.85,2.0,50,33,1.5,0.0
30,20,95,65,70,10,0,20,40,7,90,0.5,0.6,2.0,50,15,6.0,0.31
60,10,75,45,70,25,30,20,40,0,21,0.5,1.2,2.0,33,33,3.0,0.0
30,10,60,55,30,25,90,0,40,2,7,0.5,1.05,6.0,15,50,6.0,0.0
30,10,85,75,30,2,90,0,25,2,7,1.0,1.2,2.0,33,33,3.0,0.08
0,45,85,65,50,0,30,0,33,4,7,0.5,1.2,6.0,50,15,6.0,39.37
15,20,60,45,90,10,60,0,25,2,90,0.5,1.2,4.0,50,33,3.0,0.55
0,20,60,55,70,10,0,0,40,1,90,0.5,0.6,6.0,33,50,6.0,0.84
0,45,75,75,30,0,30,20,25,4,21,1.0,1.2,4.0,33,15,1.5,10.67
0,30,85,45,70,10,0,20,40,4,90,0.5,1.05,5.0,50,33,6.0,5.58
15,10,75,75,90,10,30,20,25,7,90,0.5,1.05,6.0,50,33,6.0,1.9
0,10,60,45,30,25,0,5,18,4,7,1.0,1.05,6.0,15,15,3.0,1.17
60,45,60,55,90,0,60,5,40,4,7,0.5,0.85,5.0,33,50,3.0,0.0
30,20,60,75,30,0,0,0,33,7,45,0.5,0.85,6.0,15,50,3.0,2.16
5,45,60,75,50,25,30,5,33,7,21,0.5,0.85,2.0,50,15,6.0,11.48
30,30,105,55,70,2,0,0,18,4,7,1.0,0.85,2.0,50,50,6.0,0.44
0,45,60,55,90,10,30,0,25,2,21,1.0,0.85,6.0,33,50,1.5,8.34
0,10,60,75,30,0,30,5,33,1,7,0.0,1.2,5.0,15,33,1.5,2.53
30,10,95,45,90,0,30,20,40,4,45,1.0,1.2,4.0,15,33,1.5,0.6
60,10,60,65,70,25,0,0,33,0,21,1.0,0.6,2.0,50,50,1.5,0.0
5,30,60,55,30,10,30,0,18,1,45,0.5,1.2,4.0,15,33,6.0,1.08
30,45,105,75,50,10,30,0,33,4,7,1.0,1.05,4.0,15,50,3.0,4.94
30,45,95,65,70,0,90,5,25,7,45,0.5,0.6,6.0,15,15,6.0,12.13
60,30,95,45,30,2,60,5,25,2,21,0.0,0.85,5.0,33,15,3.0,0.51
0,10,85,45,70,2,90,20,33,1,7,0.5,1.05,4.0,50,15,1.5,0.0
0,45,95,65,70,2,30,0,40,4,7,0.5,1.2,2.0,15,33,1.5,38.88
